Ensembl	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	entrez
ENSG00000035664	633.0429027172311	1.6836508689391854	0.16114326855176564	4.242503426195364	2.210401657554772e-5	0.0026360990120744385	DAPK2	23604
ENSG00000046653	1090.4582572270288	2.3961673511516386	0.19011413873855962	7.343837551564822	2.0755501947040222e-13	6.47380071498913e-11	GPM6B	2824
ENSG00000060718	363.76229400435807	2.4273423349025274	0.1617195036602483	8.826037074051307	1.0845009034155196e-18	5.78609771469638e-16	COL11A1	1301
ENSG00000068383	1247.2418518719353	1.3811242322981552	0.09704343271837831	3.927357283456616	8.588435218931221e-5	0.009311333456075486	INPP5A	3632
ENSG00000068831	97.80861461702999	2.019908630888795	0.26648271316927646	3.827297533708776	1.2955787366757414e-4	0.013592941748859357	RASGRP2	10235
ENSG00000070404	2128.114024809806	1.8155244934813897	0.11337676899031152	7.19304757706651	6.336085092541165e-13	1.8890851347967584e-10	FSTL3	10272
ENSG00000071282	3659.8688429635345	1.6052705383119381	0.12465343928790072	4.855626461408736	1.2000673699480061e-6	1.6779424729879914e-4	LMCD1	29995
ENSG00000081052	207.13464268496787	1.9120685234425348	0.19162102546418291	4.759751813419949	1.9383115801306326e-6	2.5684528742201594e-4	COL4A4	1286
ENSG00000096060	2564.362226872678	4.046625589017257	0.36977145687529955	8.239212444254967	1.73347902475573e-16	7.477564627212269e-14	FKBP5	2289
ENSG00000099337	530.0604850219261	2.7182780154158577	0.18127732199230995	9.478725725486774	2.5740713254962213e-21	1.791152265128348e-18	KCNK6	9424
ENSG00000099998	506.2447666585622	2.380917250892459	0.1897508193768221	7.27752984375854	3.3998780846163993e-13	1.044380731628983e-10	GGT5	2687
ENSG00000100033	55.363136915213396	4.889609330932379	0.5223676942803002	7.4461138648540395	9.612984549338273e-14	3.093549980210859e-11	PRODH	5625
ENSG00000100242	2236.2383212373957	1.8590462458944321	0.12295600897933791	6.986614587000707	2.8159842542070013e-12	7.929342329137881e-10	SUN2	25777
ENSG00000101342	42.901186852845846	4.087218830998976	0.481152208843549	6.416303976696101	1.3962252661534199e-10	3.294447916027339e-8	TLDC2	140711
ENSG00000101347	12703.387062182112	3.7669957446883506	0.1554374430809442	17.801346251221045	6.899029934737672e-71	6.993546644843578e-67	SAMHD1	25939
ENSG00000102554	149.55291366316695	2.4823032275252928	0.24229701413570331	6.117711490638094	9.492873076024455e-10	1.944025340841614e-7	KLF5	688
ENSG00000103175	250.4571743945197	1.7559741246035336	0.18284261302558633	4.13456202629168	3.556321973963212e-5	0.00407349557627854	WFDC1	58189
ENSG00000103196	3082.0691351298196	2.6312671287963783	0.1796502049207435	9.080240846460745	1.0833485983530527e-19	6.86369046344056e-17	CRISPLD2	83716
ENSG00000106617	1018.352986539814	1.6166915118847436	0.12862206353762318	4.794601290970235	1.6299869027136225e-6	2.1885002957361575e-4	PRKAG2	51422
ENSG00000109906	385.0710288625155	7.352627933187183	0.5363902200393228	11.843295600582485	2.3310941094202317e-32	4.2964183613077976e-29	ZBTB16	7704
ENSG00000110756	995.2515370701749	1.5764295822549819	0.13446530975661963	4.286827459798453	1.812429559573504e-5	0.0022003111910654624	HPS5	11234
ENSG00000111859	1772.545932715303	1.6236173559691707	0.16920403016627872	3.685593985889904	2.281698581804659e-4	0.022787762092368304	NEDD9	4739
ENSG00000112936	1960.6949327979476	3.2044561263260443	0.4256727866549508	5.178757476251284	2.2336862790914462e-7	3.456927910099235e-5	C7	730
ENSG00000115457	1919.1485028323555	2.2140616414779855	0.18009121210019416	6.7413708160425925	1.5689920203904624e-11	4.131135613168342e-9	IGFBP2	3485
ENSG00000116194	237.04410509421277	1.9419796523592727	0.22072543015681306	4.2676534900851655	1.975398493986959e-5	0.0023838826825649763	ANGPTL1	9068
ENSG00000116285	3232.635437121343	2.424513230048172	0.1442773186013657	9.873438485393976	5.427162789529261e-23	4.584595766454843e-20	ERRFI1	54206
ENSG00000116675	50.899138669162774	2.2271438582721714	0.3354034372304379	3.6587098462830183	2.5348813448997e-4	0.0247077809550464	DNAJC6	9829
ENSG00000119138	1683.2682077276952	2.08291962280946	0.1605224717467652	6.7462182149664205	1.517483448413089e-11	4.0480867675167055e-9	KLF9	687
ENSG00000119139	5029.851420770923	1.927937050987722	0.12223939772606918	7.591145475595117	3.170897048579289e-14	1.0714461127149416e-11	TJP2	9414
ENSG00000119508	216.67374180945188	2.077732108056074	0.17291530464442112	6.23271670643785	4.5841473758414203e-10	9.783053041874626e-8	NR4A3	8013
ENSG00000120129	3409.0293753095643	2.9478100345457756	0.12143771899466356	16.039580211741047	6.760980998085346e-58	2.2845354792530385e-54	DUSP1	1843
ENSG00000120162	60.67079706515366	2.7110155491270826	0.3113744727787112	5.495041176169485	3.906192616709229e-8	6.807597236111484e-6	MOB3B	79817
